3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,52.8
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,52.8
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,52.8
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,34.4
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,56
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,35.2
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,57.6
3000-038200AC02010010000DC0FB,35.2
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,54.4
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,52.8
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,36
3000-038200AC02010170000F3EB4,55.2
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,32
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,32
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,32
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
3000-038200AC02010170000F449E,56.8
3000-038200AC02010010000DC0FB,32
3000-038200AC02010170000F3EB4,54.4
3000-E200688282160065234024F0,53.6
